"president_number","president","term_number","term_start","term_end","poll_start","poll_end","polling_institute","approval","disapproval","no_opinion","sample_size"
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-13,2017-08-15,"Gallup Organization",36,58,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-14,2017-08-15,"NPR/PBS Newshour/Marist",35,51,14,1125
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-10,2017-08-14,"Monmouth University",41,49,10,805
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-08,2017-08-12,"Marist",35,55,9,1009
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-10,2017-08-12,"Gallup Organization",36,59,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-05,2017-08-09,"NBC News/Wall Street Journal",40,55,5,1200
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-07,2017-08-09,"Gallup Organization",36,57,7,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-01,2017-08-06,"Kaiser Family Foundation",36,61,3,1211
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-03,2017-08-06,"CBS News",36,58,6,1111
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-03,2017-08-06,"CNN",38,56,5,1018
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-04,2017-08-06,"Gallup Organization",38,57,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-28,2017-08-05,"TIPP / IBD",32,59,9,904
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-08-01,2017-08-03,"Gallup Organization",36,58,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-27,2017-08-01,"Quinnipiac University",33,61,5,1125
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-29,2017-07-31,"Gallup Organization",37,59,4,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-26,2017-07-28,"Gallup Organization",39,56,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-23,2017-07-25,"Gallup Organization",37,58,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-20,2017-07-22,"Gallup Organization",39,55,6,NA
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-17,2017-07-20,"American Research Group",35,57,8,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-17,2017-07-19,"Gallup Organization",36,59,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-16,2017-07-18,"Fox",41,53,6,1020
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-13,2017-07-16,"Monmouth University",39,52,9,800
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-14,2017-07-16,"Gallup Organization",39,56,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-10,2017-07-13,"ABC News / Washington Post",36,58,6,1001
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-10,2017-07-13,"Gallup Organization",39,55,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-08,2017-07-12,"Bloomberg",40,56,4,1001
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-05,2017-07-10,"Kaiser Family Foundation",38,57,4,1183
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-07,2017-07-09,"Gallup Organization",39,56,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-03,2017-07-06,"Gallup Organization",37,57,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-07-05,2017-07-06,"WG/Winning the Issues",41,50,9,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-30,2017-07-02,"Gallup Organization",39,56,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-27,2017-06-29,"Gallup Organization",38,57,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-22,2017-06-27,"Quinnipiac University",40,55,5,1212
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-24,2017-06-27,"Suffolk / USA Today",42,53,6,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-25,2017-06-27,"Fox",44,50,6,1017
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-24,2017-06-26,"Gallup Organization",39,57,4,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-21,2017-06-25,"NPR/PBS Newshour/Marist",37,51,12,1205
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-21,2017-06-23,"Gallup Organization",39,55,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-17,2017-06-20,"NBC News/Wall Street Journal",40,55,5,900
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-17,2017-06-20,"American Research Group",37,59,4,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-18,2017-06-20,"Gallup Organization",37,58,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-14,2017-06-19,"Kaiser Family Foundation",40,56,4,1208
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-08,2017-06-18,"Pew",39,55,7,2504
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-15,2017-06-18,"CBS News",36,57,7,1117
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-15,2017-06-17,"Gallup Organization",39,55,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-12,2017-06-14,"Gallup Organization",38,57,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-09,2017-06-12,"CNBC",37,51,12,800
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-08,2017-06-11,"Associated Press/NORC Center",34,64,2,1068
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-09,2017-06-11,"Gallup Organization",36,59,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-06,2017-06-08,"Gallup Organization",37,58,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-30,2017-06-06,"TIPP / IBD",37,55,7,903
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-31,2017-06-06,"Quinnipiac University",34,57,9,1361
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-06-03,2017-06-05,"Gallup Organization",38,57,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-31,2017-06-02,"Gallup Organization",37,57,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-28,2017-05-30,"Gallup Organization",41,53,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-25,2017-05-27,"Gallup Organization",42,53,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-22,2017-05-24,"Gallup Organization",39,55,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-17,2017-05-23,"Quinnipiac University",37,55,7,1404
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-21,2017-05-23,"Fox",40,53,7,1011
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-16,2017-05-22,"Kaiser Family Foundation",37,58,6,1205
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-19,2017-05-21,"Gallup Organization",37,56,7,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-17,2017-05-20,"American Research Group",39,56,5,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-16,2017-05-18,"Gallup Organization",38,56,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-13,2017-05-17,"Monmouth University",39,53,8,1002
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-11,2017-05-13,"NBC News/Wall Street Journal",39,54,7,800
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-10,2017-05-12,"Gallup Organization",40,55,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-04,2017-05-09,"Quinnipiac University",36,58,6,1078
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-07,2017-05-09,"Gallup Organization",40,53,7,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-05-04,2017-05-06,"Gallup Organization",40,54,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-28,2017-05-04,"TIPP / IBD",39,54,7,904
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-30,2017-05-02,"Gallup Organization",42,52,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-13,2017-05-01,"Kaiser/Washington Post",43,51,6,1680
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-27,2017-04-29,"Gallup Organization",42,53,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-24,2017-04-26,"Gallup Organization",40,55,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-22,2017-04-25,"CNN / ORC",44,54,2,1009
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-23,2017-04-25,"Fox",45,48,7,1009
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-21,2017-04-24,"CBS News",41,53,6,1214
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-17,2017-04-23,"Kaiser Family Foundation",45,50,5,1171
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-21,2017-04-23,"Gallup Organization",40,54,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-17,2017-04-20,"American Research Group",39,56,5,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-17,2017-04-20,"ABC News / Washington Post",42,53,5,1004
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-17,2017-04-20,"NBC News/Wall Street Journal",40,54,6,900
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-18,2017-04-20,"Gallup Organization",43,51,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-04,2017-04-18,"Kaiser Family Foundation",39,61,1,3930
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-08,2017-04-18,"Pew",39,61,1,3844
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-12,2017-04-18,"Quinnipiac University",40,56,4,1062
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-15,2017-04-17,"Gallup Organization",41,52,7,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-12,2017-04-14,"Gallup Organization",39,55,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-11,2017-04-12,"Marist",39,49,12,1069
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-05,2017-04-11,"Pew",39,54,6,1501
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-09,2017-04-11,"Gallup Organization",41,52,7,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-07,2017-04-09,"CBS News",43,49,8,1006
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-06,2017-04-08,"Gallup Organization",40,54,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-04-03,2017-04-05,"Gallup Organization",41,53,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-28,2017-04-03,"Kaiser Family Foundation",41,55,4,1203
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-30,2017-04-03,"Quinnipiac University",35,57,8,1171
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-31,2017-04-02,"Gallup Organization",38,57,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-24,2017-03-30,"TIPP / IBD",34,56,10,904
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-28,2017-03-30,"Gallup Organization",38,56,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-25,2017-03-28,"CBS News",40,52,7,1088
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-22,2017-03-27,"McClatchy / Marist",38,51,11,1062
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-23,2017-03-27,"Associated Press/NORC Center",42,57,1,1110
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-25,2017-03-27,"Gallup Organization",36,56,8,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-22,2017-03-24,"Gallup Organization",41,54,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-16,2017-03-21,"Quinnipiac University",37,56,7,1056
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-19,2017-03-21,"Gallup Organization",40,55,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-17,2017-03-20,"American Research Group",41,54,5,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-16,2017-03-18,"Gallup Organization",37,58,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-16,2017-03-17,"WG/Winning the Issues",40,46,14,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-13,2017-03-15,"Gallup Organization",42,53,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-12,2017-03-14,"Fox",43,51,6,1008
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-28,2017-03-12,"Pew",43,55,2,3844
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-06,2017-03-12,"Kaiser Family Foundation",36,58,6,1206
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-10,2017-03-12,"Gallup Organization",42,51,7,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-07,2017-03-09,"Gallup Organization",42,52,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-02,2017-03-06,"Quinnipiac University",41,52,7,1283
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-04,2017-03-06,"Gallup Organization",43,51,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-01,2017-03-05,"Suffolk / USA Today",47,44,9,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-02,2017-03-05,"Monmouth University",43,46,11,801
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-24,2017-03-04,"TIPP / IBD",41,53,6,909
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-01,2017-03-04,"CNN / ORC",45,52,3,1025
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-03-01,2017-03-03,"Gallup Organization",43,51,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-26,2017-02-28,"Gallup Organization",43,52,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-23,2017-02-25,"Gallup Organization",41,54,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-18,2017-02-22,"NBC News/Wall Street Journal",44,48,8,1000
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-20,2017-02-22,"Gallup Organization",43,52,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-16,2017-02-21,"Quinnipiac University",38,55,7,1323
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-17,2017-02-21,"CBS News",39,51,10,1280
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-17,2017-02-20,"American Research Group",43,51,6,1100
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-13,2017-02-19,"Kaiser Family Foundation",41,52,7,1160
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-15,2017-02-19,"McClatchy / Marist",41,49,9,1073
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-17,2017-02-19,"Gallup Organization",42,53,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-14,2017-02-16,"Gallup Organization",38,56,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-11,2017-02-13,"Gallup Organization",40,54,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-11,2017-02-13,"Fox",48,47,6,1013
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-07,2017-02-12,"Pew",39,56,6,1503
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-08,2017-02-10,"Gallup Organization",41,53,6,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-05,2017-02-07,"Gallup Organization",43,52,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-02,2017-02-06,"Quinnipiac University",42,51,7,1155
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-02,2017-02-04,"Gallup Organization",42,53,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-01-27,2017-02-02,"TIPP / IBD",42,48,9,885
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-01-31,2017-02-02,"CNN",44,53,3,1002
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-02-01,2017-02-02,"CBS News",40,48,12,1019
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-01-30,2017-02-01,"Gallup Organization",43,52,5,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-01-27,2017-01-29,"Gallup Organization",43,50,7,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-01-24,2017-01-26,"Gallup Organization",45,48,7,1500
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-01-20,2017-01-25,"Quinnipiac University",36,44,19,1190
47,"Donald Trump",1,2017-01-20,2021-01-20,2017-01-21,2017-01-23,"Gallup Organization",45,46,9,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-17,2017-01-20,"American Research Group",54,40,6,1100
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-17,2017-01-19,"Gallup Organization",59,37,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-15,2017-01-18,"Fox",57,39,4,1006
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-13,2017-01-17,"CBS News",56,36,8,1259
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-12,2017-01-15,"CNN / ORC",60,39,1,1000
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-12,2017-01-15,"Monmouth University",56,38,6,801
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-12,2017-01-15,"NBC News/Wall Street Journal",56,40,4,1000
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-13,2017-01-15,"Gallup Organization",57,38,5,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-10,2017-01-12,"Gallup Organization",57,40,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-04,2017-01-09,"Pew",55,40,5,1502
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-05,2017-01-09,"Quinnipiac University",55,39,6,899
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-07,2017-01-09,"Gallup Organization",56,40,6,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2017-01-04,2017-01-06,"Gallup Organization",56,41,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-30,2017-01-03,"Gallup Organization",53,43,4,2000
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-27,2016-12-29,"Gallup Organization",56,41,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-22,2016-12-26,"Gallup Organization",56,40,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-21,2016-12-24,"Democracy Corps",57,42,2,900
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-19,2016-12-21,"Gallup Organization",56,40,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-17,2016-12-20,"American Research Group",53,42,5,1100
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-14,2016-12-18,"Suffolk / USA Today",54,41,5,1000
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-16,2016-12-18,"Gallup Organization",57,38,5,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-12,2016-12-15,"NBC News/Wall Street Journal",52,42,6,1000
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-13,2016-12-15,"Gallup Organization",56,41,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-13,2016-12-15,"Gallup Organization",56,41,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-09,2016-12-13,"CBS News",56,36,8,1259
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-11,2016-12-13,"Fox",53,41,7,1034
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-10,2016-12-12,"Gallup Organization",56,41,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-01,2016-12-09,"McClatchy / Marist",55,42,3,1005
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-30,2016-12-05,"Pew",58,37,5,1502
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-02,2016-12-05,"Bloomberg",54,42,4,999
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-12-03,2016-12-05,"Gallup Organization",54,42,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-29,2016-12-02,"Gallup Organization",53,45,2,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-26,2016-11-28,"Gallup Organization",57,39,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-22,2016-11-25,"Gallup Organization",56,40,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-16,2016-11-21,"Allstate/Atlantic Media",55,41,4,1000
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-19,2016-11-21,"Gallup Organization",56,42,2,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-17,2016-11-20,"American Research Group",53,42,5,1100
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-17,2016-11-20,"CNN",57,41,1,1003
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-17,2016-11-20,"Quinnipiac University",50,43,7,1071
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-16,2016-11-18,"Gallup Organization",58,40,2,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-13,2016-11-15,"Gallup Organization",56,40,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-11,2016-11-14,"Washington Post",56,40,4,1002
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-10,2016-11-12,"Gallup Organization",57,41,2,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-07,2016-11-09,"Gallup Organization",56,42,2,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-03,2016-11-06,"Fox",52,47,2,1140
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-04,2016-11-06,"Gallup Organization",56,41,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-03,2016-11-05,"NBC News/Wall Street Journal",53,44,3,1282
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-31,2016-11-03,"Gallup Organization",49,48,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-11-01,2016-11-03,"McClatchy / Marist",51,44,4,1587
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-28,2016-11-01,"CBS News / New York Times",54,40,6,1561
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-28,2016-10-30,"Gallup Organization",54,44,2,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-25,2016-10-27,"Gallup Organization",54,43,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-20,2016-10-25,"Pew",54,42,5,2583
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-22,2016-10-25,"Fox",53,46,1,1309
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-20,2016-10-24,"Suffolk / USA Today",54,41,6,1000
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-22,2016-10-24,"Gallup Organization",52,46,2,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-20,2016-10-22,"CNN / ORC",55,43,1,1017
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-19,2016-10-21,"Gallup Organization",57,40,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-17,2016-10-20,"American Research Group",52,43,5,1100
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-16,2016-10-18,"Gallup Organization",53,44,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-14,2016-10-17,"CNN / ORC",46,51,3,1028
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-14,2016-10-17,"Bloomberg",51,44,5,1006
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-15,2016-10-17,"Fox",50,45,5,1011
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-13,2016-10-15,"Gallup Organization",55,41,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-08,2016-10-13,"GWU / Battleground",53,44,3,1000
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-10,2016-10-13,"NBC News/Wall Street Journal",53,44,3,1000
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-10,2016-10-12,"Gallup Organization",53,42,5,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-10,2016-10-12,"Fox",56,41,3,1006
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-07,2016-10-09,"Gallup Organization",53,44,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-03,2016-10-06,"Fox",52,47,2,1006
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-10-03,2016-10-06,"Gallup Organization",51,45,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-28,2016-10-02,"CBS News",55,38,7,1501
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-28,2016-10-02,"CNN / ORC",55,44,1,1501
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-30,2016-10-02,"Gallup Organization",54,43,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-27,2016-09-29,"Fox",51,46,3,1009
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-27,2016-09-29,"Gallup Organization",52,44,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-01,2016-09-27,"PRRI",53,46,1,2010
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-24,2016-09-26,"Gallup Organization",51,44,5,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-24,2016-09-26,"Gallup Organization",51,44,5,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-22,2016-09-25,"Monmouth University",53,43,4,802
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-21,2016-09-24,"Bloomberg",49,48,3,1002
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-21,2016-09-23,"Gallup Organization",53,42,5,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-19,2016-09-22,"ABC News / Washington Post",55,41,4,1001
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-15,2016-09-20,"McClatchy / Marist",52,43,5,1298
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-17,2016-09-20,"American Research Group",48,46,6,1100
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-18,2016-09-20,"Gallup Organization",53,44,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-16,2016-09-19,"NBC News/Wall Street Journal",52,45,3,1000
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-15,2016-09-17,"Gallup Organization",52,44,4,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-11,2016-09-14,"Fox",52,45,3,1006
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-12,2016-09-14,"Gallup Organization",52,45,3,1500
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-08,2016-09-13,"Quinnipiac University",50,47,3,960
44,"Barack Obama",2,2013-01-20,2017-01-20,2016-09-09,2016-09-11,"Gallup Organization",51,45,4,1500
